Task 1 Model 1:
0 ['2.300']
10 ['2.298']
20 ['2.272']
30 ['2.243']
40 ['2.184']
50 ['2.098']
60 ['1.977']
70 ['1.717']
80 ['1.450']
90 ['1.352']
100 ['1.113']
110 ['0.859']
120 ['0.729']
130 ['0.863']
140 ['0.585']
150 ['0.563']
160 ['0.562']
170 ['0.513']
180 ['0.498']
190 ['0.469']
200 ['0.491']
210 ['0.546']
220 ['0.339']
230 ['0.339']
240 ['0.337']
250 ['0.264']
260 ['0.390']
270 ['0.304']
280 ['0.300']
290 ['0.469']
300 ['0.485']
310 ['0.221']
320 ['0.418']
330 ['0.269']
340 ['0.280']
350 ['0.396']
360 ['0.257']
370 ['0.441']
380 ['0.261']
390 ['0.203']
400 ['0.304']
410 ['0.196']
420 ['0.351']
430 ['0.391']
440 ['0.168']
450 ['0.229']
460 ['0.399']
Train: [1][469/469]	loss 0.255 (0.756)	Acc@1 93.750 (80.000)
Test model 1 on task 1
Test: [3/3]	loss 0.328 (0.308)	Acc@1 90.597 (91.110)
############################################################ Avg acc: 91.11
Task 2 Model 1:
0 ['0.314', '3.115']
70 ['1.839', '2.215']
80 ['1.845', '2.071']
90 ['1.848', '1.999']
100 ['1.850', '1.982']
110 ['1.854', '1.954']
120 ['1.852', '1.787']
130 ['1.852', '2.030']
140 ['1.857', '1.822']
150 ['1.858', '1.735']
160 ['1.860', '1.841']
170 ['1.861', '1.626']
180 ['1.862', '1.558']
190 ['1.865', '1.824']
200 ['1.868', '1.734']
210 ['1.870', '1.822']
220 ['1.870', '1.675']
230 ['1.867', '1.706']
240 ['1.870', '1.737']
250 ['1.871', '1.763']
260 ['1.872', '1.730']
270 ['1.873', '1.582']
280 ['1.875', '1.553']
290 ['1.875', '1.601']
300 ['1.873', '1.575']
310 ['1.875', '1.824']
320 ['1.877', '1.603']
330 ['1.880', '1.516']
340 ['1.883', '1.572']
350 ['1.886', '1.714']
360 ['1.885', '1.404']
370 ['1.886', '1.340']
380 ['1.886', '1.505']
390 ['1.887', '1.532']
400 ['1.889', '1.528']
410 ['1.887', '1.465']
420 ['1.889', '1.517']
430 ['1.891', '1.429']
440 ['1.890', '1.635']
450 ['1.888', '1.367']
460 ['1.887', '1.573']
Train: [1][469/469]	loss 0.094 (0.104)	Acc@1 56.250 (38.248)
Test model 1 on task 1
Test: [3/3]	loss 0.448 (0.428)	Acc@1 85.675 (86.260)
Test model 1 on task 2
Test: [3/3]	loss 0.418 (0.440)	Acc@1 86.781 (86.460)
Test model 1 on task 3
Test: [3/3]	loss 0.452 (0.441)	Acc@1 85.675 (86.850)
Test model 1 on task 4
Test: [3/3]	loss 0.494 (0.492)	Acc@1 86.007 (85.320)
Test model 1 on task 5
Test: [3/3]	loss 0.524 (0.510)	Acc@1 83.628 (84.910)
Test model 1 on task 6
Test: [3/3]	loss 0.552 (0.528)	Acc@1 82.854 (84.030)
Test model 1 on task 7
Test: [3/3]	loss 0.534 (0.519)	Acc@1 84.181 (84.710)
Test model 1 on task 8
Test: [3/3]	loss 0.569 (0.565)	Acc@1 82.577 (83.320)
Test model 1 on task 9
Test: [3/3]	loss 0.620 (0.595)	Acc@1 81.637 (82.700)
Test model 1 on task 10
Test: [3/3]	loss 0.633 (0.606)	Acc@1 81.748 (82.280)
Test model 1 on task 11
Test: [3/3]	loss 0.659 (0.646)	Acc@1 80.420 (81.830)
Test model 1 on task 12
Test: [3/3]	loss 0.714 (0.692)	Acc@1 77.046 (79.220)
Test model 1 on task 13
Test: [3/3]	loss 0.688 (0.686)	Acc@1 79.535 (79.420)
Test model 1 on task 14
Test: [3/3]	loss 0.698 (0.711)	Acc@1 78.485 (79.020)
Test model 1 on task 15
Test: [3/3]	loss 0.728 (0.725)	Acc@1 77.544 (78.390)
Test model 1 on task 16
Test: [3/3]	loss 0.813 (0.811)	Acc@1 74.945 (75.290)
Test model 1 on task 17
Test: [3/3]	loss 0.779 (0.787)	Acc@1 77.102 (75.380)
Test model 1 on task 18
Test: [3/3]	loss 0.830 (0.833)	Acc@1 74.226 (73.480)
Test model 1 on task 19
Test: [3/3]	loss 0.888 (0.863)	Acc@1 73.064 (73.520)
Test model 1 on task 20
Test: [3/3]	loss 0.939 (0.919)	Acc@1 71.405 (71.560)
Test model 1 on task 21
Test: [3/3]	loss 0.996 (0.982)	Acc@1 68.750 (69.480)
Test model 1 on task 22
Test: [3/3]	loss 0.936 (0.943)	Acc@1 71.460 (70.080)
Test model 1 on task 23
Test: [3/3]	loss 0.996 (0.977)	Acc@1 69.303 (69.640)
Test model 1 on task 24
Test: [3/3]	loss 1.045 (1.057)	Acc@1 69.690 (68.080)
Test model 1 on task 25
Test: [3/3]	loss 1.084 (1.065)	Acc@1 66.704 (66.780)
Test model 1 on task 26
Test: [3/3]	loss 1.120 (1.133)	Acc@1 64.546 (63.980)
Test model 1 on task 27
Test: [3/3]	loss 1.082 (1.074)	Acc@1 66.538 (66.350)
Test model 1 on task 28
Test: [3/3]	loss 1.201 (1.207)	Acc@1 61.007 (60.730)
Test model 1 on task 29
Test: [3/3]	loss 1.164 (1.172)	Acc@1 63.883 (62.660)
Test model 1 on task 30
Test: [3/3]	loss 1.208 (1.205)	Acc@1 60.619 (60.710)
Test model 1 on task 31
Test: [3/3]	loss 1.360 (1.355)	Acc@1 56.250 (55.360)
Test model 1 on task 32
Test: [3/3]	loss 1.362 (1.355)	Acc@1 56.637 (56.570)
Test model 1 on task 33
Test: [3/3]	loss 1.375 (1.346)	Acc@1 54.812 (54.730)
Test model 1 on task 34
Test: [3/3]	loss 1.516 (1.498)	Acc@1 49.779 (50.490)
Test model 1 on task 35
Test: [3/3]	loss 1.462 (1.433)	Acc@1 48.119 (49.880)
############################################################ Avg acc: 72.56
Task 36 Model 1:
0 ['1.450', '3.692']
10 ['1.495', '3.562']
20 ['1.607', '2.965']
30 ['1.707', '2.740']
40 ['1.760', '2.365']
50 ['1.782', '2.496']
60 ['1.798', '2.452']
70 ['1.811', '2.224']
80 ['1.825', '2.127']
90 ['1.825', '2.293']
100 ['1.833', '2.120']
110 ['1.839', '2.168']
120 ['1.839', '2.170']
130 ['1.837', '2.086']
140 ['1.840', '2.123']
150 ['1.842', '1.835']
160 ['1.837', '2.088']
170 ['1.840', '2.055']
180 ['1.849', '1.915']
190 ['1.849', '1.915']
200 ['1.838', '1.847']
210 ['1.841', '1.956']
220 ['1.845', '1.876']
230 ['1.845', '1.884']
240 ['1.844', '1.838']
250 ['1.849', '1.650']
260 ['1.851', '1.785']
270 ['1.848', '1.767']
280 ['1.841', '1.833']
290 ['1.843', '1.782']
300 ['1.848', '1.966']
310 ['1.851', '1.522']
320 ['1.854', '1.718']
330 ['1.858', '1.767']
340 ['1.857', '1.671']
350 ['1.859', '1.717']
360 ['1.860', '1.672']
370 ['1.857', '1.671']
380 ['1.856', '1.729']
390 ['1.857', '1.605']
400 ['1.859', '1.525']
410 ['1.858', '1.634']
420 ['1.861', '1.591']
430 ['1.861', '1.524']
440 ['1.857', '1.523']
450 ['1.856', '1.514']
460 ['1.858', '1.588']
Train: [1][469/469]	loss 0.094 (0.105)	Acc@1 44.792 (33.245)
Test model 1 on task 1
Test: [3/3]	loss 0.453 (0.429)	Acc@1 85.619 (86.260)
Test model 1 on task 2
Test: [3/3]	loss 0.463 (0.443)	Acc@1 85.951 (86.380)
Test model 1 on task 3
Test: [3/3]	loss 0.429 (0.443)	Acc@1 87.223 (86.770)
Test model 1 on task 4
Test: [3/3]	loss 0.469 (0.495)	Acc@1 85.785 (85.180)
Test model 1 on task 5
Test: [3/3]	loss 0.495 (0.510)	Acc@1 85.343 (84.910)
Test model 1 on task 6
Test: [3/3]	loss 0.521 (0.533)	Acc@1 83.960 (83.830)
Test model 1 on task 7
Test: [3/3]	loss 0.490 (0.523)	Acc@1 85.730 (84.590)
Test model 1 on task 8
Test: [3/3]	loss 0.567 (0.570)	Acc@1 83.407 (83.180)
Test model 1 on task 9
Test: [3/3]	loss 0.620 (0.597)	Acc@1 81.969 (82.570)
Test model 1 on task 10
Test: [3/3]	loss 0.597 (0.605)	Acc@1 82.246 (82.280)
Test model 1 on task 11
Test: [3/3]	loss 0.675 (0.648)	Acc@1 79.425 (81.630)
Test model 1 on task 12
Test: [3/3]	loss 0.695 (0.694)	Acc@1 78.650 (79.070)
Test model 1 on task 13
Test: [3/3]	loss 0.689 (0.688)	Acc@1 78.872 (79.340)
Test model 1 on task 14
Test: [3/3]	loss 0.729 (0.711)	Acc@1 80.254 (78.950)
Test model 1 on task 15
Test: [3/3]	loss 0.716 (0.729)	Acc@1 79.369 (78.140)
Test model 1 on task 16
Test: [3/3]	loss 0.836 (0.812)	Acc@1 73.562 (75.110)
Test model 1 on task 17
Test: [3/3]	loss 0.773 (0.788)	Acc@1 75.996 (75.340)
Test model 1 on task 18
Test: [3/3]	loss 0.838 (0.838)	Acc@1 73.175 (73.360)
Test model 1 on task 19
Test: [3/3]	loss 0.892 (0.862)	Acc@1 71.571 (73.370)
Test model 1 on task 20
Test: [3/3]	loss 0.933 (0.922)	Acc@1 70.520 (71.380)
Test model 1 on task 21
Test: [3/3]	loss 0.987 (0.982)	Acc@1 68.086 (69.310)
Test model 1 on task 22
Test: [3/3]	loss 0.961 (0.946)	Acc@1 69.414 (69.930)
Test model 1 on task 23
Test: [3/3]	loss 0.995 (0.975)	Acc@1 69.192 (69.850)
Test model 1 on task 24
Test: [3/3]	loss 1.036 (1.053)	Acc@1 68.971 (68.260)
Test model 1 on task 25
Test: [3/3]	loss 1.050 (1.063)	Acc@1 69.137 (66.960)
Test model 1 on task 26
Test: [3/3]	loss 1.162 (1.128)	Acc@1 64.104 (64.110)
Test model 1 on task 27
Test: [3/3]	loss 1.070 (1.069)	Acc@1 67.810 (66.640)
Test model 1 on task 28
Test: [3/3]	loss 1.218 (1.203)	Acc@1 61.062 (60.990)
Test model 1 on task 29
Test: [3/3]	loss 1.186 (1.167)	Acc@1 62.555 (63.070)
Test model 1 on task 30
Test: [3/3]	loss 1.243 (1.202)	Acc@1 58.960 (60.660)
Test model 1 on task 31
Test: [3/3]	loss 1.348 (1.345)	Acc@1 56.692 (55.840)
Test model 1 on task 32
Test: [3/3]	loss 1.333 (1.349)	Acc@1 57.301 (57.360)
Test model 1 on task 33
Test: [3/3]	loss 1.316 (1.341)	Acc@1 56.305 (54.930)
Test model 1 on task 34
Test: [3/3]	loss 1.488 (1.498)	Acc@1 50.830 (50.380)
Test model 1 on task 35
Test: [3/3]	loss 1.434 (1.422)	Acc@1 49.834 (50.340)
Test model 1 on task 36
Test: [3/3]	loss 1.543 (1.536)	Acc@1 47.456 (47.590)
############################################################ Avg acc: 71.88
Task 37 Model 1:
0 ['1.546', '2.840']
10 ['1.594', '2.442']
20 ['1.673', '2.170']
30 ['1.724', '2.005']
40 ['1.750', '1.931']
50 ['1.765', '1.964']
60 ['1.778', '1.994']
70 ['1.784', '1.913']
80 ['1.789', '1.831']
90 ['1.794', '1.909']
100 ['1.797', '2.012']
110 ['1.806', '1.871']
120 ['1.807', '1.888']
130 ['1.807', '1.683']
140 ['1.807', '1.785']
150 ['1.810', '1.687']
160 ['1.814', '1.610']
170 ['1.817', '1.783']
180 ['1.822', '1.751']
190 ['1.819', '1.671']
200 ['1.819', '1.648']
210 ['1.821', '1.710']
220 ['1.823', '1.662']
230 ['1.825', '1.690']
240 ['1.824', '1.750']
250 ['1.828', '1.703']
260 ['1.828', '1.690']
270 ['1.830', '1.490']
280 ['1.832', '1.442']
290 ['1.831', '1.549']
300 ['1.829', '1.550']
310 ['1.830', '1.557']
320 ['1.834', '1.489']
330 ['1.834', '1.532']
340 ['1.833', '1.600']
350 ['1.832', '1.587']
360 ['1.835', '1.516']
370 ['1.835', '1.339']
380 ['1.839', '1.628']
390 ['1.842', '1.649']
400 ['1.842', '1.373']
410 ['1.842', '1.407']
420 ['1.847', '1.577']
430 ['1.849', '1.501']
440 ['1.849', '1.476']
450 ['1.850', '1.409']
460 ['1.847', '1.498']
Train: [1][469/469]	loss 0.087 (0.095)	Acc@1 55.208 (40.458)
Test model 1 on task 1
Test: [3/3]	loss 0.462 (0.431)	Acc@1 85.619 (86.230)
Test model 1 on task 2
Test: [3/3]	loss 0.459 (0.444)	Acc@1 86.173 (86.410)
Test model 1 on task 3
Test: [3/3]	loss 0.441 (0.443)	Acc@1 85.841 (86.870)
Test model 1 on task 4
Test: [3/3]	loss 0.505 (0.496)	Acc@1 84.900 (85.240)
Test model 1 on task 5
Test: [3/3]	loss 0.508 (0.511)	Acc@1 85.564 (85.030)
Test model 1 on task 6
Test: [3/3]	loss 0.533 (0.535)	Acc@1 83.573 (83.830)
Test model 1 on task 7
Test: [3/3]	loss 0.540 (0.525)	Acc@1 83.628 (84.530)
Test model 1 on task 8
Test: [3/3]	loss 0.544 (0.571)	Acc@1 85.288 (83.250)
Test model 1 on task 9
Test: [3/3]	loss 0.579 (0.601)	Acc@1 83.407 (82.460)
Test model 1 on task 10
Test: [3/3]	loss 0.611 (0.608)	Acc@1 82.135 (82.100)
Test model 1 on task 11
Test: [3/3]	loss 0.658 (0.650)	Acc@1 81.195 (81.670)
Test model 1 on task 12
Test: [3/3]	loss 0.696 (0.696)	Acc@1 79.148 (79.100)
Test model 1 on task 13
Test: [3/3]	loss 0.681 (0.690)	Acc@1 80.199 (79.290)
Test model 1 on task 14
Test: [3/3]	loss 0.701 (0.712)	Acc@1 79.591 (79.090)
Test model 1 on task 15
Test: [3/3]	loss 0.769 (0.731)	Acc@1 76.162 (78.080)
Test model 1 on task 16
Test: [3/3]	loss 0.793 (0.814)	Acc@1 75.719 (74.990)
Test model 1 on task 17
Test: [3/3]	loss 0.779 (0.792)	Acc@1 76.327 (75.180)
Test model 1 on task 18
Test: [3/3]	loss 0.840 (0.837)	Acc@1 72.290 (73.260)
Test model 1 on task 19
Test: [3/3]	loss 0.877 (0.860)	Acc@1 72.013 (73.490)
Test model 1 on task 20
Test: [3/3]	loss 0.922 (0.920)	Acc@1 70.907 (71.430)
Test model 1 on task 21
Test: [3/3]	loss 0.997 (0.983)	Acc@1 68.308 (69.400)
Test model 1 on task 22
Test: [3/3]	loss 0.956 (0.947)	Acc@1 69.967 (69.810)
Test model 1 on task 23
Test: [3/3]	loss 0.978 (0.978)	Acc@1 69.027 (69.550)
Test model 1 on task 24
Test: [3/3]	loss 1.041 (1.051)	Acc@1 68.584 (68.240)
Test model 1 on task 25
Test: [3/3]	loss 1.084 (1.065)	Acc@1 65.542 (67.020)
Test model 1 on task 26
Test: [3/3]	loss 1.186 (1.126)	Acc@1 61.892 (64.180)
Test model 1 on task 27
Test: [3/3]	loss 1.102 (1.072)	Acc@1 65.819 (66.380)
Test model 1 on task 28
Test: [3/3]	loss 1.158 (1.200)	Acc@1 64.712 (61.160)
Test model 1 on task 29
Test: [3/3]	loss 1.177 (1.166)	Acc@1 61.670 (63.160)
Test model 1 on task 30
Test: [3/3]	loss 1.178 (1.200)	Acc@1 61.062 (60.650)
Test model 1 on task 31
Test: [3/3]	loss 1.300 (1.345)	Acc@1 58.020 (55.820)
Test model 1 on task 32
Test: [3/3]	loss 1.353 (1.344)	Acc@1 56.748 (57.560)
Test model 1 on task 33
Test: [3/3]	loss 1.310 (1.331)	Acc@1 56.361 (55.270)
Test model 1 on task 34
Test: [3/3]	loss 1.472 (1.495)	Acc@1 52.489 (50.750)
Test model 1 on task 35
Test: [3/3]	loss 1.374 (1.415)	Acc@1 50.996 (50.620)
Test model 1 on task 36
Test: [3/3]	loss 1.516 (1.526)	Acc@1 48.562 (47.910)
Test model 1 on task 37
Test: [3/3]	loss 1.405 (1.383)	Acc@1 50.553 (51.750)
############################################################ Avg acc: 71.37
Task 38 Model 1:
0 ['1.408', '2.653']
10 ['1.440', '2.578']
20 ['1.522', '2.536']
30 ['1.594', '2.445']
40 ['1.633', '2.486']
50 ['1.647', '2.270']
60 ['1.648', '1.986']
70 ['1.657', '2.109']
80 ['1.663', '2.108']
90 ['1.669', '2.066']
100 ['1.678', '2.212']
110 ['1.682', '2.002']
120 ['1.680', '2.063']
130 ['1.681', '2.237']
140 ['1.685', '2.237']
150 ['1.685', '1.859']
160 ['1.686', '1.899']
170 ['1.685', '2.000']
180 ['1.681', '1.871']
190 ['1.686', '2.075']
200 ['1.691', '1.858']
210 ['1.699', '2.092']
220 ['1.700', '1.859']
230 ['1.697', '1.955']
240 ['1.695', '1.614']
250 ['1.699', '1.943']
260 ['1.704', '1.762']
270 ['1.711', '1.633']
280 ['1.710', '1.777']
290 ['1.705', '1.630']
300 ['1.704', '1.774']
310 ['1.702', '1.513']
320 ['1.702', '1.756']
330 ['1.709', '1.645']
340 ['1.712', '1.732']
350 ['1.714', '1.474']
360 ['1.719', '1.452']
370 ['1.721', '1.678']
380 ['1.723', '1.736']
390 ['1.724', '1.754']
400 ['1.725', '1.613']
410 ['1.727', '1.728']
420 ['1.732', '1.525']
430 ['1.732', '1.547']
440 ['1.731', '1.622']
450 ['1.735', '1.577']
460 ['1.736', '1.480']
Train: [1][469/469]	loss 0.086 (0.094)	Acc@1 47.917 (37.192)
Test model 1 on task 1
Test: [3/3]	loss 0.456 (0.432)	Acc@1 84.403 (86.140)
Test model 1 on task 2
Test: [3/3]	loss 0.442 (0.444)	Acc@1 86.836 (86.310)
Test model 1 on task 3
Test: [3/3]	loss 0.436 (0.444)	Acc@1 86.892 (86.760)
Test model 1 on task 4
Test: [3/3]	loss 0.513 (0.496)	Acc@1 85.177 (85.260)
Test model 1 on task 5
Test: [3/3]	loss 0.493 (0.512)	Acc@1 85.288 (85.030)
Test model 1 on task 6
Test: [3/3]	loss 0.566 (0.538)	Acc@1 82.799 (83.740)
Test model 1 on task 7
Test: [3/3]	loss 0.532 (0.525)	Acc@1 83.850 (84.540)
Test model 1 on task 8
Test: [3/3]	loss 0.575 (0.573)	Acc@1 82.909 (83.250)
Test model 1 on task 9
Test: [3/3]	loss 0.601 (0.603)	Acc@1 82.633 (82.400)
Test model 1 on task 10
Test: [3/3]	loss 0.588 (0.609)	Acc@1 82.522 (82.130)
Test model 1 on task 11
Test: [3/3]	loss 0.628 (0.654)	Acc@1 81.582 (81.410)
Test model 1 on task 12
Test: [3/3]	loss 0.690 (0.697)	Acc@1 78.872 (79.200)
Test model 1 on task 13
Test: [3/3]	loss 0.717 (0.693)	Acc@1 77.157 (79.200)
Test model 1 on task 14
Test: [3/3]	loss 0.720 (0.713)	Acc@1 79.369 (78.990)
Test model 1 on task 15
Test: [3/3]	loss 0.728 (0.731)	Acc@1 77.987 (77.930)
Test model 1 on task 16
Test: [3/3]	loss 0.815 (0.818)	Acc@1 75.774 (75.000)
Test model 1 on task 17
Test: [3/3]	loss 0.810 (0.797)	Acc@1 75.387 (75.060)
Test model 1 on task 18
Test: [3/3]	loss 0.830 (0.838)	Acc@1 72.400 (73.180)
Test model 1 on task 19
Test: [3/3]	loss 0.841 (0.862)	Acc@1 73.783 (73.340)
Test model 1 on task 20
Test: [3/3]	loss 0.919 (0.922)	Acc@1 73.783 (71.540)
Test model 1 on task 21
Test: [3/3]	loss 0.995 (0.982)	Acc@1 67.367 (69.350)
Test model 1 on task 22
Test: [3/3]	loss 0.928 (0.947)	Acc@1 70.354 (69.960)
Test model 1 on task 23
Test: [3/3]	loss 1.011 (0.978)	Acc@1 67.920 (69.740)
Test model 1 on task 24
Test: [3/3]	loss 1.055 (1.050)	Acc@1 66.925 (68.280)
Test model 1 on task 25
Test: [3/3]	loss 1.072 (1.066)	Acc@1 67.312 (67.100)
Test model 1 on task 26
Test: [3/3]	loss 1.133 (1.128)	Acc@1 63.385 (64.030)
Test model 1 on task 27
Test: [3/3]	loss 1.073 (1.073)	Acc@1 66.372 (66.370)
Test model 1 on task 28
Test: [3/3]	loss 1.173 (1.189)	Acc@1 62.942 (61.770)
Test model 1 on task 29
Test: [3/3]	loss 1.181 (1.164)	Acc@1 62.058 (63.350)
Test model 1 on task 30
Test: [3/3]	loss 1.218 (1.199)	Acc@1 59.900 (60.770)
Test model 1 on task 31
Test: [3/3]	loss 1.349 (1.336)	Acc@1 57.522 (56.090)
Test model 1 on task 32
Test: [3/3]	loss 1.352 (1.336)	Acc@1 58.131 (57.800)
Test model 1 on task 33
Test: [3/3]	loss 1.300 (1.322)	Acc@1 56.692 (55.680)
Test model 1 on task 34
Test: [3/3]	loss 1.489 (1.488)	Acc@1 50.000 (50.760)
Test model 1 on task 35
Test: [3/3]	loss 1.407 (1.411)	Acc@1 50.608 (50.630)
Test model 1 on task 36
Test: [3/3]	loss 1.509 (1.513)	Acc@1 48.838 (48.610)
Test model 1 on task 37
Test: [3/3]	loss 1.406 (1.378)	Acc@1 49.668 (52.030)
Test model 1 on task 38
Test: [3/3]	loss 1.511 (1.507)	Acc@1 49.170 (49.220)
############################################################ Avg acc: 70.84
Task 39 Model 1:
0 ['1.555', '2.526']
10 ['1.595', '2.285']
20 ['1.679', '2.432']
30 ['1.744', '2.152']
40 ['1.771', '2.061']
50 ['1.777', '2.084']
60 ['1.785', '2.156']
70 ['1.787', '1.955']
80 ['1.789', '2.038']
90 ['1.792', '2.132']
100 ['1.801', '2.023']
110 ['1.805', '1.942']
120 ['1.805', '2.021']
130 ['1.810', '1.771']
140 ['1.813', '1.812']
150 ['1.817', '1.833']
160 ['1.817', '1.896']
170 ['1.821', '1.870']
180 ['1.823', '1.714']
190 ['1.830', '1.739']
200 ['1.832', '1.724']
210 ['1.829', '1.929']
220 ['1.832', '1.731']
230 ['1.833', '1.899']
240 ['1.835', '1.741']
250 ['1.837', '1.590']
260 ['1.837', '1.583']
270 ['1.841', '1.713']
280 ['1.845', '1.501']
290 ['1.850', '1.662']
300 ['1.856', '1.496']
310 ['1.859', '1.572']
320 ['1.857', '1.450']
330 ['1.856', '1.593']
340 ['1.860', '1.541']
350 ['1.860', '1.863']
360 ['1.862', '1.526']
370 ['1.867', '1.599']
380 ['1.871', '1.601']
390 ['1.873', '1.372']
400 ['1.872', '1.495']
410 ['1.869', '1.514']
420 ['1.872', '1.536']
430 ['1.878', '1.508']
440 ['1.878', '1.455']
450 ['1.878', '1.441']
460 ['1.876', '1.507']
Train: [1][469/469]	loss 0.090 (0.092)	Acc@1 44.792 (38.213)
Test model 1 on task 1
Test: [3/3]	loss 0.435 (0.431)	Acc@1 85.896 (86.130)
Test model 1 on task 2
Test: [3/3]	loss 0.439 (0.445)	Acc@1 86.615 (86.250)
Test model 1 on task 3
Test: [3/3]	loss 0.465 (0.444)	Acc@1 86.560 (86.800)
Test model 1 on task 4
Test: [3/3]	loss 0.461 (0.498)	Acc@1 85.896 (85.190)
Test model 1 on task 5
Test: [3/3]	loss 0.528 (0.512)	Acc@1 84.458 (84.880)
Test model 1 on task 6
Test: [3/3]	loss 0.544 (0.541)	Acc@1 83.186 (83.610)
Test model 1 on task 7
Test: [3/3]	loss 0.540 (0.526)	Acc@1 83.628 (84.490)
Test model 1 on task 8
Test: [3/3]	loss 0.631 (0.574)	Acc@1 81.637 (83.270)
Test model 1 on task 9
Test: [3/3]	loss 0.604 (0.605)	Acc@1 82.965 (82.530)
Test model 1 on task 10
Test: [3/3]	loss 0.567 (0.610)	Acc@1 83.628 (82.130)
Test model 1 on task 11
Test: [3/3]	loss 0.676 (0.657)	Acc@1 81.527 (81.390)
Test model 1 on task 12
Test: [3/3]	loss 0.719 (0.698)	Acc@1 77.931 (79.140)
Test model 1 on task 13
Test: [3/3]	loss 0.711 (0.698)	Acc@1 79.093 (79.140)
Test model 1 on task 14
Test: [3/3]	loss 0.706 (0.717)	Acc@1 80.088 (78.910)
Test model 1 on task 15
Test: [3/3]	loss 0.722 (0.734)	Acc@1 79.259 (78.060)
Test model 1 on task 16
Test: [3/3]	loss 0.792 (0.820)	Acc@1 76.770 (74.990)
Test model 1 on task 17
Test: [3/3]	loss 0.781 (0.798)	Acc@1 75.664 (75.110)
Test model 1 on task 18
Test: [3/3]	loss 0.843 (0.841)	Acc@1 73.285 (73.090)
Test model 1 on task 19
Test: [3/3]	loss 0.855 (0.864)	Acc@1 73.617 (73.250)
Test model 1 on task 20
Test: [3/3]	loss 0.921 (0.919)	Acc@1 71.350 (71.530)
Test model 1 on task 21
Test: [3/3]	loss 0.982 (0.982)	Acc@1 68.805 (69.480)
Test model 1 on task 22
Test: [3/3]	loss 0.960 (0.946)	Acc@1 68.861 (69.890)
Test model 1 on task 23
Test: [3/3]	loss 0.995 (0.979)	Acc@1 69.746 (69.710)
Test model 1 on task 24
Test: [3/3]	loss 1.059 (1.050)	Acc@1 68.363 (68.390)
Test model 1 on task 25
Test: [3/3]	loss 1.034 (1.063)	Acc@1 68.861 (67.070)
Test model 1 on task 26
Test: [3/3]	loss 1.091 (1.127)	Acc@1 64.602 (64.130)
Test model 1 on task 27
Test: [3/3]	loss 1.044 (1.077)	Acc@1 67.478 (66.090)
Test model 1 on task 28
Test: [3/3]	loss 1.173 (1.176)	Acc@1 61.781 (61.970)
Test model 1 on task 29
Test: [3/3]	loss 1.199 (1.163)	Acc@1 62.113 (63.380)
Test model 1 on task 30
Test: [3/3]	loss 1.210 (1.200)	Acc@1 61.615 (60.770)
Test model 1 on task 31
Test: [3/3]	loss 1.326 (1.333)	Acc@1 56.416 (56.380)
Test model 1 on task 32
Test: [3/3]	loss 1.356 (1.334)	Acc@1 57.024 (57.960)
Test model 1 on task 33
Test: [3/3]	loss 1.312 (1.316)	Acc@1 57.190 (56.150)
Test model 1 on task 34
Test: [3/3]	loss 1.475 (1.480)	Acc@1 51.217 (51.120)
Test model 1 on task 35
Test: [3/3]	loss 1.389 (1.412)	Acc@1 51.272 (50.500)
Test model 1 on task 36
Test: [3/3]	loss 1.519 (1.505)	Acc@1 48.728 (48.780)
Test model 1 on task 37
Test: [3/3]	loss 1.391 (1.375)	Acc@1 50.830 (52.050)
Test model 1 on task 38
Test: [3/3]	loss 1.510 (1.499)	Acc@1 49.558 (49.470)
Test model 1 on task 39
Test: [3/3]	loss 1.450 (1.463)	Acc@1 51.106 (49.650)
############################################################ Avg acc: 70.33
Task 40 Model 1:
0 ['1.483', '3.912']
10 ['1.534', '3.309']
20 ['1.632', '3.149']
30 ['1.713', '2.693']
40 ['1.758', '2.691']
50 ['1.774', '2.442']
60 ['1.783', '2.439']
70 ['1.792', '2.657']
80 ['1.798', '2.536']
90 ['1.805', '2.278']
100 ['1.805', '2.313']
110 ['1.808', '2.394']
120 ['1.808', '2.152']
130 ['1.806', '2.325']
140 ['1.804', '2.208']
150 ['1.806', '2.092']
160 ['1.808', '2.066']
170 ['1.807', '2.070']
180 ['1.814', '2.271']
190 ['1.818', '2.147']
200 ['1.822', '2.128']
210 ['1.824', '2.051']
220 ['1.829', '2.042']
230 ['1.832', '2.103']
240 ['1.833', '2.040']
250 ['1.836', '1.931']
260 ['1.841', '1.733']
270 ['1.846', '1.794']
280 ['1.849', '1.973']
290 ['1.852', '1.870']
300 ['1.855', '1.896']
310 ['1.854', '1.653']
320 ['1.857', '1.788']
330 ['1.860', '1.895']
340 ['1.862', '1.781']
350 ['1.863', '1.965']
360 ['1.865', '1.721']
370 ['1.866', '1.850']
380 ['1.870', '1.870']
390 ['1.873', '1.737']
400 ['1.876', '1.709']
410 ['1.876', '1.697']
420 ['1.875', '1.659']
430 ['1.876', '1.725']
440 ['1.881', '1.745']
450 ['1.886', '1.602']
460 ['1.884', '1.601']
Train: [1][469/469]	loss 0.087 (0.098)	Acc@1 43.750 (28.512)
Test model 1 on task 1
Test: [3/3]	loss 0.467 (0.432)	Acc@1 85.177 (86.130)
Test model 1 on task 2
Test: [3/3]	loss 0.443 (0.446)	Acc@1 86.836 (86.200)
Test model 1 on task 3
